,id,Nombre,Descubridor(es),Fecha,Observatorio o Sitio de observación
581,582,Olympia,A. Kopff,23 de enero de 1906,Observatorio de Heidelberg-Königstuhl
582,583,Klotilde,J. Palisa,31 de diciembre de 1905,Observatorio de Viena
583,584,Semiramis,A. Kopff,15 de enero de 1906,Observatorio de Heidelberg-Königstuhl
584,585,Bilkis,A. Kopff,16 de febrero de 1906,Observatorio de Heidelberg-Königstuhl
585,586,Thekla,M. F. Wolf,21 de febrero de 1906,Observatorio de Heidelberg-Königstuhl
586,587,Hypsipyle,M. F. Wolf,22 de febrero de 1906,Observatorio de Heidelberg-Königstuhl
587,588,Achilles,M. F. Wolf,22 de febrero de 1906,Observatorio de Heidelberg-Königstuhl
588,589,Croatia,A. Kopff,3 de marzo de 1906,Observatorio de Heidelberg-Königstuhl
589,590,Tomyris,M. F. Wolf,4 de marzo de 1906,Observatorio de Heidelberg-Königstuhl
590,591,Irmgard,A. Kopff,14 de marzo de 1906,Observatorio de Heidelberg-Königstuhl
591,592,Bathseba,M. F. Wolf,18 de marzo de 1906,Observatorio de Heidelberg-Königstuhl
592,593,Titania,A. Kopff,20 de marzo de 1906,Observatorio de Heidelberg-Königstuhl
593,594,Mireille,M. F. Wolf,27 de marzo de 1906,Observatorio de Heidelberg-Königstuhl
594,595,Polyxena,A. Kopff,27 de marzo de 1906,Observatorio de Heidelberg-Königstuhl
595,596,Scheila,A. Kopff,21 de febrero de 1906,Observatorio de Heidelberg-Königstuhl
596,597,Bandusia,M. F. Wolf,16 de abril de 1906,Observatorio de Heidelberg-Königstuhl
597,598,Octavia,M. F. Wolf,13 de abril de 1906,Observatorio de Heidelberg-Königstuhl
598,599,Luisa,J. H. Metcalf,25 de abril de 1906,Observatorio de Taunton
599,600,Musa,J. H. Metcalf,14 de junio de 1906,Observatorio de Taunton
600,601,Nerthus,M. F. Wolf,21 de junio de 1906,Observatorio de Heidelberg-Königstuhl
601,602,Marianna,J. H. Metcalf,16 de febrero de 1906,Observatorio de Taunton
602,603,Timandra,J. H. Metcalf,16 de febrero de 1906,Observatorio de Taunton
603,604,Tekmessa,J. H. Metcalf,16 de febrero de 1906,Observatorio de Taunton
604,605,Juvisia,M. F. Wolf,27 de agosto de 1906,Observatorio de Heidelberg-Königstuhl
605,606,Brangäne,A. Kopff,18 de septiembre de 1906,Observatorio de Heidelberg-Königstuhl
606,607,Jenny,A. Kopff,18 de septiembre de 1906,Observatorio de Heidelberg-Königstuhl
607,608,Adolfine,A. Kopff,18 de septiembre de 1906,Observatorio de Heidelberg-Königstuhl
608,609,Fulvia,M. F. Wolf,24 de septiembre de 1906,Observatorio de Heidelberg-Königstuhl
609,610,Valeska,M. F. Wolf,26 de septiembre de 1906,Observatorio de Heidelberg-Königstuhl
610,611,Valeria,J. H. Metcalf,24 de septiembre de 1906,Observatorio de Taunton
611,612,Veronika,A. Kopff,8 de octubre de 1906,Observatorio de Heidelberg-Königstuhl
612,613,Ginevra,A. Kopff,11 de octubre de 1906,Observatorio de Heidelberg-Königstuhl
613,614,Pia,A. Kopff,11 de octubre de 1906,Observatorio de Heidelberg-Königstuhl
614,615,Roswitha,A. Kopff,11 de octubre de 1906,Observatorio de Heidelberg-Königstuhl
615,616,Elly,A. Kopff,17 de octubre de 1906,Observatorio de Heidelberg-Königstuhl
616,617,Patroclus,A. Kopff,17 de octubre de 1906,Observatorio de Heidelberg-Königstuhl
617,618,Elfriede,K. J. Lohnert,17 de octubre de 1906,Observatorio de Heidelberg-Königstuhl
618,619,Triberga,A. Kopff,22 de octubre de 1906,Observatorio de Heidelberg-Königstuhl
619,620,Drakonia,J. H. Metcalf,26 de octubre de 1906,Observatorio de Taunton
620,621,Werdandi,A. Kopff,11 de noviembre de 1906,Observatorio de Heidelberg-Königstuhl
621,622,Esther,J. H. Metcalf,13 de noviembre de 1906,Observatorio de Taunton
622,623,Chimaera,K. J. Lohnert,22 de enero de 1907,Observatorio de Heidelberg-Königstuhl
623,624,Hektor,A. Kopff,10 de febrero de 1907,Observatorio de Heidelberg-Königstuhl
624,625,Xenia,A. Kopff,11 de febrero de 1907,Observatorio de Heidelberg-Königstuhl
625,626,Notburga,A. Kopff,11 de febrero de 1907,Observatorio de Heidelberg-Königstuhl
626,627,Charis,A. Kopff,4 de marzo de 1907,Observatorio de Heidelberg-Königstuhl
627,628,Christine,A. Kopff,7 de marzo de 1907,Observatorio de Heidelberg-Königstuhl
628,629,Bernardina,A. Kopff,7 de marzo de 1907,Observatorio de Heidelberg-Königstuhl
629,630,Euphemia,A. Kopff,7 de marzo de 1907,Observatorio de Heidelberg-Königstuhl
630,631,Philippina,A. Kopff,21 de marzo de 1907,Observatorio de Heidelberg-Königstuhl
631,632,Pyrrha,A. Kopff,5 de abril de 1907,Observatorio de Heidelberg-Königstuhl
632,633,Zelima,A. Kopff,12 de mayo de 1907,Observatorio de Heidelberg-Königstuhl
633,634,Ute,A. Kopff,12 de mayo de 1907,Observatorio de Heidelberg-Königstuhl
634,635,Vundtia,K. J. Lohnert,9 de junio de 1907,Observatorio de Heidelberg-Königstuhl
635,636,Erika,J. H. Metcalf,8 de febrero de 1907,Observatorio de Taunton
636,637,Chrysothemis,J. H. Metcalf,11 de marzo de 1907,Observatorio de Taunton
637,638,Moira,J. H. Metcalf,5 de mayo de 1907,Observatorio de Taunton
638,639,Latona,K. J. Lohnert,19 de julio de 1907,Observatorio de Heidelberg-Königstuhl
639,640,Brambilla,A. Kopff,29 de agosto de 1907,Observatorio de Heidelberg-Königstuhl
640,641,Agnes,M. F. Wolf,8 de septiembre de 1907,Observatorio de Heidelberg-Königstuhl
641,642,Clara,M. F. Wolf,8 de septiembre de 1907,Observatorio de Heidelberg-Königstuhl
642,643,Scheherezade,A. Kopff,8 de septiembre de 1907,Observatorio de Heidelberg-Königstuhl
643,644,Cosima,A. Kopff,7 de septiembre de 1907,Observatorio de Heidelberg-Königstuhl
644,645,Agrippina,J. H. Metcalf,13 de septiembre de 1907,Observatorio de Taunton
645,646,Kastalia,A. Kopff,11 de septiembre de 1907,Observatorio de Heidelberg-Königstuhl
646,647,Adelgunde,A. Kopff,11 de septiembre de 1907,Observatorio de Heidelberg-Königstuhl
647,648,Pippa,A. Kopff,11 de septiembre de 1907,Observatorio de Heidelberg-Königstuhl
648,649,Josefa,A. Kopff,11 de septiembre de 1907,Observatorio de Heidelberg-Königstuhl
649,650,Amalasuntha,A. Kopff,4 de octubre de 1907,Observatorio de Heidelberg-Königstuhl
650,651,Antikleia,A. Kopff,4 de octubre de 1907,Observatorio de Heidelberg-Königstuhl
651,652,Jubilatrix,J. Palisa,4 de noviembre de 1907,Observatorio de Viena
652,653,Berenike,J. H. Metcalf,27 de noviembre de 1907,Observatorio de Taunton
653,654,Zelinda,A. Kopff,4 de enero de 1908,Observatorio de Heidelberg-Königstuhl
654,655,Briseïs,J. H. Metcalf,4 de noviembre de 1907,Observatorio de Taunton
655,656,Beagle,A. Kopff,22 de enero de 1908,Observatorio de Heidelberg-Königstuhl
656,657,Gunlöd,A. Kopff,23 de enero de 1908,Observatorio de Heidelberg-Königstuhl
657,658,Asteria,A. Kopff,23 de enero de 1908,Observatorio de Heidelberg-Königstuhl
658,659,Nestor,M. F. Wolf,23 de marzo de 1908,Observatorio de Heidelberg-Königstuhl
659,660,Crescentia,J. H. Metcalf,8 de enero de 1908,Observatorio de Taunton
660,661,Cloelia,J. H. Metcalf,22 de febrero de 1908,Observatorio de Taunton
661,662,Newtonia,J. H. Metcalf,30 de marzo de 1908,Observatorio de Taunton
662,663,Gerlinde,A. Kopff,24 de junio de 1908,Observatorio de Heidelberg-Königstuhl
663,664,Judith,A. Kopff,24 de junio de 1908,Observatorio de Heidelberg-Königstuhl
664,665,Sabine,K. W. Lorenz,22 de julio de 1908,Observatorio de Heidelberg-Königstuhl
665,666,Desdemona,A. Kopff,23 de julio de 1908,Observatorio de Heidelberg-Königstuhl
666,667,Denise,A. Kopff,23 de julio de 1908,Observatorio de Heidelberg-Königstuhl
667,668,Dora,A. Kopff,27 de julio de 1908,Observatorio de Heidelberg-Königstuhl
668,669,Kypria,A. Kopff,20 de agosto de 1908,Observatorio de Heidelberg-Königstuhl
669,670,Ottegebe,A. Kopff,20 de agosto de 1908,Observatorio de Heidelberg-Königstuhl
670,671,Carnegia,J. Palisa,21 de septiembre de 1908,Observatorio de Viena
671,672,Astarte,A. Kopff,21 de septiembre de 1908,Observatorio de Heidelberg-Königstuhl
672,673,Edda,J. H. Metcalf,20 de septiembre de 1908,Observatorio de Taunton
673,674,Rachele,K. W. Lorenz,28 de octubre de 1908,Observatorio de Heidelberg-Königstuhl
674,675,Ludmilla,J. H. Metcalf,30 de agosto de 1908,Observatorio de Taunton
675,676,Melitta,P. J. Melotte,16 de enero de 1909,Real Observatorio de Greenwich
676,677,Aaltje,A. Kopff,18 de enero de 1909,Observatorio de Heidelberg-Königstuhl
677,678,Fredegundis,K. W. Lorenz,22 de enero de 1909,Observatorio de Heidelberg-Königstuhl
678,679,Pax,A. Kopff,28 de enero de 1909,Observatorio de Heidelberg-Königstuhl
679,680,Genoveva,A. Kopff,22 de abril de 1909,Observatorio de Heidelberg-Königstuhl
680,681,Gorgo,A. Kopff,13 de mayo de 1909,Observatorio de Heidelberg-Königstuhl
681,682,Hagar,A. Kopff,17 de junio de 1909,Observatorio de Heidelberg-Königstuhl
682,683,Lanzia,M. F. Wolf,23 de julio de 1909,Observatorio de Heidelberg-Königstuhl
683,684,Hildburg,A. Kopff,8 de agosto de 1909,Observatorio de Heidelberg-Königstuhl
684,685,Hermia,K. W. Lorenz,12 de agosto de 1909,Observatorio de Heidelberg-Königstuhl
685,686,Gersuind,A. Kopff,15 de agosto de 1909,Observatorio de Heidelberg-Königstuhl
686,687,Tinette,J. Palisa,16 de agosto de 1909,Observatorio de Viena
687,688,Melanie,J. Palisa,25 de agosto de 1909,Observatorio de Viena
688,689,Zita,J. Palisa,12 de septiembre de 1909,Observatorio de Viena
689,690,Wratislavia,J. H. Metcalf,16 de octubre de 1909,Observatorio de Taunton
690,691,Lehigh,J. H. Metcalf,11 de diciembre de 1909,Observatorio de Taunton
691,692,Hippodamia,M. F. Wolf; A. Kopff,5 de noviembre de 1901,Observatorio de Heidelberg-Königstuhl
692,693,Zerbinetta,A. Kopff,21 de septiembre de 1909,Observatorio de Heidelberg-Königstuhl
693,694,Ekard,J. H. Metcalf,7 de noviembre de 1909,Observatorio de Taunton
694,695,Bella,J. H. Metcalf,7 de noviembre de 1909,Observatorio de Taunton
695,696,Leonora,J. H. Metcalf,10 de enero de 1910,Observatorio de Taunton
696,697,Galilea,J. Helffrich,14 de febrero de 1910,Observatorio de Heidelberg-Königstuhl
697,698,Ernestina,J. Helffrich,5 de marzo de 1910,Observatorio de Heidelberg-Königstuhl
698,699,Hela,J. Helffrich,5 de junio de 1910,Observatorio de Heidelberg-Königstuhl
699,700,Auravictrix,J. Helffrich,5 de junio de 1910,Observatorio de Heidelberg-Königstuhl
700,701,Oriola,J. Helffrich,12 de julio de 1910,Observatorio de Heidelberg-Königstuhl
701,702,Alauda,J. Helffrich,16 de julio de 1910,Observatorio de Heidelberg-Königstuhl
702,703,Noëmi,J. Palisa,3 de octubre de 1910,Observatorio de Viena
703,704,Interamnia,V. Cerulli,2 de octubre de 1910,Observatorio Astronómico de Collurania
704,705,Erminia,E. Ernst,6 de octubre de 1910,Observatorio de Heidelberg-Königstuhl
705,706,Hirundo,J. Helffrich,9 de octubre de 1910,Observatorio de Heidelberg-Königstuhl
706,707,Steina,M. F. Wolf,22 de diciembre de 1910,Observatorio de Heidelberg-Königstuhl
707,708,Raphaela,J. Helffrich,3 de febrero de 1911,Observatorio de Heidelberg-Königstuhl
708,709,Fringilla,J. Helffrich,3 de febrero de 1911,Observatorio de Heidelberg-Königstuhl
709,710,Gertrud,J. Palisa,28 de febrero de 1911,Observatorio de Viena
710,711,Marmulla,J. Palisa,1 de marzo de 1911,Observatorio de Viena
711,712,Boliviana,M. F. Wolf,19 de marzo de 1911,Observatorio de Heidelberg-Königstuhl
712,713,Luscinia,J. Helffrich,18 de abril de 1911,Observatorio de Heidelberg-Königstuhl
713,714,Ulula,J. Helffrich,18 de mayo de 1911,Observatorio de Heidelberg-Königstuhl
714,715,Transvaalia,H. E. Wood,22 de abril de 1911,"Observatorio Union, Johannesburgo"
715,716,Berkeley,J. Palisa,30 de julio de 1911,Observatorio de Viena
716,717,Wisibada,F. H. Kaiser,26 de agosto de 1911,Observatorio de Heidelberg-Königstuhl
717,718,Erida,J. Palisa,29 de septiembre de 1911,Observatorio de Viena
718,719,Albert,J. Palisa,3 de octubre de 1911,Observatorio de Viena
719,720,Bohlinia,F. H. Kaiser,18 de octubre de 1911,Observatorio de Heidelberg-Königstuhl
720,721,Tabora,F. H. Kaiser,18 de octubre de 1911,Observatorio de Heidelberg-Königstuhl
721,722,Frieda,J. Palisa,18 de octubre de 1911,Observatorio de Viena
722,723,Hammonia,J. Palisa,21 de octubre de 1911,Observatorio de Viena
723,724,Hapag,J. Palisa,21 de octubre de 1911,Observatorio de Viena
724,725,Amanda,J. Palisa,21 de octubre de 1911,Observatorio de Viena
725,726,Joëlla,J. H. Metcalf,22 de noviembre de 1911,Winchester
726,727,Nipponia,A. Massinger,11 de febrero de 1912,Observatorio de Heidelberg-Königstuhl
727,728,Leonisis,J. Palisa,16 de febrero de 1912,Observatorio de Viena
728,729,Watsonia,J. H. Metcalf,9 de febrero de 1912,Winchester
729,730,Athanasia,J. Palisa,10 de abril de 1912,Observatorio de Viena
730,731,Sorga,A. Massinger,15 de abril de 1912,Observatorio de Heidelberg-Königstuhl
731,732,Tjilaki,A. Massinger,15 de abril de 1912,Observatorio de Heidelberg-Königstuhl
732,733,Mocia,M. F. Wolf,16 de septiembre de 1912,Observatorio de Heidelberg-Königstuhl
733,734,Benda,J. Palisa,11 de octubre de 1912,Observatorio de Viena
734,735,Marghanna,H. Vogt,9 de diciembre de 1912,Observatorio de Heidelberg-Königstuhl
735,736,Harvard,J. H. Metcalf,16 de noviembre de 1912,Winchester
736,737,Arequipa,J. H. Metcalf,7 de diciembre de 1912,Winchester
737,738,Alagasta,F. H. Kaiser,7 de enero de 1913,Observatorio de Heidelberg-Königstuhl
738,739,Mandeville,J. H. Metcalf,7 de febrero de 1913,Winchester
739,740,Cantabia,J. H. Metcalf,10 de febrero de 1913,Winchester
740,741,Botolphia,J. H. Metcalf,10 de febrero de 1913,Winchester
741,742,Edisona,F. H. Kaiser,23 de febrero de 1913,Observatorio de Heidelberg-Königstuhl
742,743,Eugenisis,F. H. Kaiser,25 de febrero de 1913,Observatorio de Heidelberg-Königstuhl
743,744,Aguntina,J. Rheden,26 de febrero de 1913,Observatorio de Viena
744,745,Mauritia,F. H. Kaiser,1 de marzo de 1913,Observatorio de Heidelberg-Königstuhl
745,746,Marlu,F. H. Kaiser,1 de marzo de 1913,Observatorio de Heidelberg-Königstuhl
746,747,Winchester,J. H. Metcalf,7 de marzo de 1913,Winchester
747,748,Simeïsa,G. N. Neúimin,14 de marzo de 1913,Observatorio de Simeiz
748,749,Malzovia,S. I. Beliavski,5 de abril de 1913,Observatorio de Simeiz
749,750,Oskar,J. Palisa,28 de abril de 1913,Observatorio de Viena
750,751,Faïna,G. N. Neúimin,28 de abril de 1913,Observatorio de Simeiz
751,752,Sulamitis,G. N. Neúimin,30 de abril de 1913,Observatorio de Simeiz
752,753,Tiflis,G. N. Neúimin,30 de abril de 1913,Observatorio de Simeiz
753,754,Malabar,A. Kopff,22 de agosto de 1906,Observatorio de Heidelberg-Königstuhl
754,755,Quintilla,J. H. Metcalf,6 de abril de 1908,Observatorio de Taunton
755,756,Lilliana,J. H. Metcalf,26 de abril de 1908,Observatorio de Taunton
756,757,Portlandia,J. H. Metcalf,30 de septiembre de 1908,Observatorio de Taunton
757,758,Mancunia,H. E. Wood,18 de mayo de 1912,"Observatorio Union, Johannesburgo"
758,759,Vinifera,F. H. Kaiser,26 de agosto de 1913,Observatorio de Heidelberg-Königstuhl
759,760,Massinga,F. H. Kaiser,28 de agosto de 1913,Observatorio de Heidelberg-Königstuhl
760,761,Brendelia,F. H. Kaiser,8 de septiembre de 1913,Observatorio de Heidelberg-Königstuhl
761,762,Pulcova,G. N. Neúimin,3 de septiembre de 1913,Observatorio de Simeiz
762,763,Cupido,F. H. Kaiser,25 de septiembre de 1913,Observatorio de Heidelberg-Königstuhl
763,764,Gedania,F. H. Kaiser,26 de septiembre de 1913,Observatorio de Heidelberg-Königstuhl
764,765,Mattiaca,F. H. Kaiser,26 de septiembre de 1913,Observatorio de Heidelberg-Königstuhl
765,766,Moguntia,F. H. Kaiser,29 de septiembre de 1913,Observatorio de Heidelberg-Königstuhl
766,767,Bondia,J. H. Metcalf,23 de septiembre de 1913,Winchester
767,768,Struveana,G. N. Neúimin,4 de octubre de 1913,Observatorio de Simeiz
768,769,Tatjana,G. N. Neúimin,6 de octubre de 1913,Observatorio de Simeiz
769,770,Bali,A. Massinger,31 de octubre de 1913,Observatorio de Heidelberg-Königstuhl
770,771,Libera,J. Rheden,21 de noviembre de 1913,Observatorio de Viena
771,772,Tanete,A. Massinger,19 de diciembre de 1913,Observatorio de Heidelberg-Königstuhl
772,773,Irmintraud,F. H. Kaiser,22 de diciembre de 1913,Observatorio de Heidelberg-Königstuhl
773,774,Armor,C. le Morvan,19 de diciembre de 1913,Observatorio de París
774,775,Lumière,J. P. Lagrula,6 de enero de 1914,Observatorio de Niza
775,776,Berbericia,A. Massinger,24 de enero de 1914,Observatorio de Heidelberg-Königstuhl
776,777,Gutemberga,F. H. Kaiser,24 de enero de 1914,Observatorio de Heidelberg-Königstuhl
777,778,Theobalda,F. H. Kaiser,25 de enero de 1914,Observatorio de Heidelberg-Königstuhl
778,779,Nina,G. N. Neúimin,25 de enero de 1914,Observatorio de Simeiz
779,780,Armenia,G. N. Neúimin,25 de enero de 1914,Observatorio de Simeiz
780,781,Kartvelia,G. N. Neúimin,25 de enero de 1914,Observatorio de Simeiz
781,782,Montefiore,J. Palisa,18 de marzo de 1914,Observatorio de Viena
782,783,Nora,J. Palisa,18 de marzo de 1914,Observatorio de Viena
783,784,Pickeringia,J. H. Metcalf,20 de marzo de 1914,Winchester
784,785,Zwetana,A. Massinger,30 de marzo de 1914,Observatorio de Heidelberg-Königstuhl
785,786,Bredichina,F. H. Kaiser,20 de abril de 1914,Observatorio de Heidelberg-Königstuhl
786,787,Moskva,G. N. Neúimin,20 de abril de 1914,Observatorio de Simeiz
787,788,Hohensteina,F. H. Kaiser,28 de abril de 1914,Observatorio de Heidelberg-Königstuhl
788,789,Lena,G. N. Neúimin,24 de junio de 1914,Observatorio de Simeiz
789,790,Pretoria,H. E. Wood,16 de enero de 1912,"Observatorio Union, Johannesburgo"
790,791,Ani,G. N. Neúimin,29 de junio de 1914,Observatorio de Simeiz
791,792,Metcalfia,J. H. Metcalf,20 de marzo de 1907,Observatorio de Taunton
792,793,Arizona,P. L. Lowell,9 de abril de 1907,"Observatorio Lowell, Flagstaff"
793,794,Irenaea,J. Palisa,27 de agosto de 1914,Observatorio de Viena
794,795,Fini,J. Palisa,26 de septiembre de 1914,Observatorio de Viena
795,796,Sarita,K. W. Reinmuth,15 de octubre de 1914,Observatorio de Heidelberg-Königstuhl
796,797,Montana,H. Thiele,17 de noviembre de 1914,Observatorio de Hamburgo-Bergedorf
797,798,Ruth,M. F. Wolf,21 de noviembre de 1914,Observatorio de Heidelberg-Königstuhl
798,799,Gudula,K. W. Reinmuth,9 de marzo de 1915,Observatorio de Heidelberg-Königstuhl
799,800,Kressmannia,M. F. Wolf,20 de marzo de 1915,Observatorio de Heidelberg-Königstuhl
800,801,Helwerthia,M. F. Wolf,20 de marzo de 1915,Observatorio de Heidelberg-Königstuhl
801,802,Epyaxa,M. F. Wolf,20 de marzo de 1915,Observatorio de Heidelberg-Königstuhl
802,803,Picka,J. Palisa,21 de marzo de 1915,Observatorio de Viena
803,804,Hispania,J. Comas y Solá,20 de marzo de 1915,"Observatorio Fabra, Barcelona"
804,805,Hormuthia,M. F. Wolf,17 de abril de 1915,Observatorio de Heidelberg-Königstuhl
805,806,Gyldénia,M. F. Wolf,18 de abril de 1915,Observatorio de Heidelberg-Königstuhl
806,807,Ceraskia,M. F. Wolf,18 de abril de 1915,Observatorio de Heidelberg-Königstuhl
807,808,Merxia,L. Carnera,11 de octubre de 1901,Observatorio de Heidelberg-Königstuhl
808,809,Lundia,M. F. Wolf,11 de agosto de 1915,Observatorio de Heidelberg-Königstuhl
809,810,Atossa,M. F. Wolf,8 de septiembre de 1915,Observatorio de Heidelberg-Königstuhl
810,811,Nauheima,M. F. Wolf,8 de septiembre de 1915,Observatorio de Heidelberg-Königstuhl
811,812,Adele,S. I. Beliavski,8 de septiembre de 1915,Observatorio de Simeiz
812,813,Baumeia,M. F. Wolf,28 de noviembre de 1915,Observatorio de Heidelberg-Königstuhl
813,814,Tauris,G. N. Neúimin,2 de enero de 1916,Observatorio de Simeiz
814,815,Coppelia,M. F. Wolf,2 de febrero de 1916,Observatorio de Heidelberg-Königstuhl
815,816,Juliana,M. F. Wolf,8 de febrero de 1916,Observatorio de Heidelberg-Königstuhl
816,817,Annika,M. F. Wolf,6 de febrero de 1916,Observatorio de Heidelberg-Königstuhl
817,818,Kapteynia,M. F. Wolf,21 de febrero de 1916,Observatorio de Heidelberg-Königstuhl
818,819,Barnardiana,M. F. Wolf,3 de marzo de 1916,Observatorio de Heidelberg-Königstuhl
819,820,Adriana,M. F. Wolf,30 de marzo de 1916,Observatorio de Heidelberg-Königstuhl
820,821,Fanny,M. F. Wolf,31 de marzo de 1916,Observatorio de Heidelberg-Königstuhl
821,822,Lalage,M. F. Wolf,31 de marzo de 1916,Observatorio de Heidelberg-Königstuhl
822,823,Sisigambis,M. F. Wolf,31 de marzo de 1916,Observatorio de Heidelberg-Königstuhl
823,824,Anastasia,G. N. Neúimin,25 de marzo de 1916,Observatorio de Simeiz
824,825,Tanina,G. N. Neúimin,27 de marzo de 1916,Observatorio de Simeiz
825,826,Henrika,M. F. Wolf,28 de abril de 1916,Observatorio de Heidelberg-Königstuhl
826,827,Wolfiana,J. Palisa,29 de agosto de 1916,Observatorio de Viena
827,828,Lindemannia,J. Palisa,29 de agosto de 1916,Observatorio de Viena
828,829,Academia,G. N. Neúimin,25 de agosto de 1916,Observatorio de Simeiz
829,830,Petropolitana,G. N. Neúimin,25 de agosto de 1916,Observatorio de Simeiz
830,831,Stateira,M. F. Wolf,20 de septiembre de 1916,Observatorio de Heidelberg-Königstuhl
831,832,Karin,M. F. Wolf,20 de septiembre de 1916,Observatorio de Heidelberg-Königstuhl
832,833,Monica,M. F. Wolf,20 de septiembre de 1916,Observatorio de Heidelberg-Königstuhl
833,834,Burnhamia,M. F. Wolf,20 de septiembre de 1916,Observatorio de Heidelberg-Königstuhl
834,835,Olivia,M. F. Wolf,23 de septiembre de 1916,Observatorio de Heidelberg-Königstuhl
835,836,Jole,M. F. Wolf,23 de septiembre de 1916,Observatorio de Heidelberg-Königstuhl
836,837,Schwarzschilda,M. F. Wolf,23 de septiembre de 1916,Observatorio de Heidelberg-Königstuhl
837,838,Seraphina,M. F. Wolf,24 de septiembre de 1916,Observatorio de Heidelberg-Königstuhl
838,839,Valborg,M. F. Wolf,24 de septiembre de 1916,Observatorio de Heidelberg-Königstuhl
839,840,Zenobia,M. F. Wolf,25 de septiembre de 1916,Observatorio de Heidelberg-Königstuhl
840,841,Arabella,M. F. Wolf,1 de octubre de 1916,Observatorio de Heidelberg-Königstuhl
841,842,Kerstin,M. F. Wolf,1 de octubre de 1916,Observatorio de Heidelberg-Königstuhl
842,843,Nicolaia,H. Thiele,30 de septiembre de 1916,Observatorio de Hamburgo-Bergedorf
843,844,Leontina,J. Rheden,1 de octubre de 1916,Observatorio de Viena
844,845,Naëma,M. F. Wolf,16 de noviembre de 1916,Observatorio de Heidelberg-Königstuhl
845,846,Lipperta,K. A. W. Gyllenberg,26 de noviembre de 1916,Observatorio de Hamburgo-Bergedorf
846,847,Agnia,G. N. Neúimin,2 de septiembre de 1915,Observatorio de Simeiz
847,848,Inna,G. N. Neúimin,5 de septiembre de 1915,Observatorio de Simeiz
848,849,Ara,S. I. Beliavski,9 de febrero de 1912,Observatorio de Simeiz
849,850,Altona,S. I. Beliavski,27 de marzo de 1916,Observatorio de Simeiz
850,851,Zeissia,S. I. Beliavski,2 de abril de 1916,Observatorio de Simeiz
851,852,Wladilena,S. I. Beliavski,2 de abril de 1916,Observatorio de Simeiz
852,853,Nansenia,S. I. Beliavski,2 de abril de 1916,Observatorio de Simeiz
853,854,Frostia,S. I. Beliavski,3 de abril de 1916,Observatorio de Simeiz
854,855,Newcombia,S. I. Beliavski,3 de abril de 1916,Observatorio de Simeiz
855,856,Backlunda,S. I. Beliavski,3 de abril de 1916,Observatorio de Simeiz
856,857,Glasenappia,S. I. Beliavski,6 de abril de 1916,Observatorio de Simeiz
857,858,El Djezaïr,F. Sy,26 de mayo de 1916,Observatorio de Argel-Bouzaréah
858,859,Bouzaréah,F. Sy,2 de octubre de 1916,Observatorio de Argel-Bouzaréah
859,860,Ursina,M. F. Wolf,22 de enero de 1917,Observatorio de Heidelberg-Königstuhl
860,861,Aïda,M. F. Wolf,22 de enero de 1917,Observatorio de Heidelberg-Königstuhl
861,862,Franzia,M. F. Wolf,28 de enero de 1917,Observatorio de Heidelberg-Königstuhl
862,863,Benkoela,M. F. Wolf,9 de febrero de 1917,Observatorio de Heidelberg-Königstuhl
863,864,Aase,K. W. Reinmuth,30 de septiembre de 1921,Observatorio de Heidelberg-Königstuhl
864,865,Zubaida,M. F. Wolf,15 de febrero de 1917,Observatorio de Heidelberg-Königstuhl
865,866,Fatme,M. F. Wolf,25 de febrero de 1917,Observatorio de Heidelberg-Königstuhl
866,867,Kovacia,J. Palisa,25 de febrero de 1917,Observatorio de Viena
867,868,Lova,M. F. Wolf,26 de abril de 1917,Observatorio de Heidelberg-Königstuhl
868,869,Mellena,R. Schorr,9 de mayo de 1917,Observatorio de Hamburgo-Bergedorf
869,870,Manto,M. F. Wolf,12 de mayo de 1917,Observatorio de Heidelberg-Königstuhl
870,871,Amneris,M. F. Wolf,14 de mayo de 1917,Observatorio de Heidelberg-Königstuhl
871,872,Holda,M. F. Wolf,21 de mayo de 1917,Observatorio de Heidelberg-Königstuhl
872,873,Mechthild,M. F. Wolf,21 de mayo de 1917,Observatorio de Heidelberg-Königstuhl
873,874,Rotraut,M. F. Wolf,25 de mayo de 1917,Observatorio de Heidelberg-Königstuhl
874,875,Nymphe,M. F. Wolf,19 de mayo de 1917,Observatorio de Heidelberg-Königstuhl
875,876,Scott,J. Palisa,20 de junio de 1917,Observatorio de Viena
876,877,Walküre,G. N. Neúimin,13 de septiembre de 1915,Observatorio de Simeiz
877,878,Mildred,S. B. Nicholson,6 de septiembre de 1916,Observatorio del Monte Wilson
878,879,Ricarda,M. F. Wolf,22 de julio de 1917,Observatorio de Heidelberg-Königstuhl
879,880,Herba,M. F. Wolf,22 de julio de 1917,Observatorio de Heidelberg-Königstuhl
880,881,Athene,M. F. Wolf,22 de julio de 1917,Observatorio de Heidelberg-Königstuhl
881,882,Swetlana,G. N. Neúimin,15 de agosto de 1917,Observatorio de Simeiz
882,883,Matterania,M. F. Wolf,14 de septiembre de 1917,Observatorio de Heidelberg-Königstuhl
883,884,Priamus,M. F. Wolf,22 de septiembre de 1917,Observatorio de Heidelberg-Königstuhl
884,885,Ulrike,S. I. Beliavski,23 de septiembre de 1917,Observatorio de Simeiz
885,886,Washingtonia,G. H. Peters,16 de noviembre de 1917,Obs. Naval de los Estados Unidos
